pd,race_eth,age,male,dismissal,st_id,loc2
las,Black,25,1,0,66,coney island-stillwell ave
las,Black,18,1,1,143,sheepshead bay b q line
las,Hispanic,36,0,1,66,coney island-stillwell ave
las,Hispanic,29,1,0,111,livonia ave l line
las,Black,21,1,0,66,coney island-stillwell ave
las,Black,46,1,0,70,utica ave and eastern parkway
las,Non-Hispanic White,29,0,0,110,liberty av c line station
las,Black,51,1,1,91,grant ave a line
las,Black,41,1,1,76,eastern pkwy-brooklyn museum 2 subway 3 subway
las,Black,20,1,1,114,marcy ave j m z line
las,Black,49,1,0,64,clinton - washington avs station
las,Black,25,1,0,88,graham ave l line
las,Asian/Pacific Islander,30,1,1,119,myrtle - wyckoff avs station
las,Black,43,1,1,112,broadway and lorimer st j m station
las,Black,25,1,0,138,prospect park subway station b q s lines
las,Black,25,1,NA,150,utica ave and fulton st
las,Black,27,1,0,111,livonia ave l line
las,Black,18,1,1,93,halsey street j subway
las,Black,46,1,0,111,livonia ave l line
las,Non-Hispanic White,33,1,0,47,bergen st f subway g subway
las,Hispanic,39,1,1,70,utica ave and eastern parkway
las,Black,53,1,0,110,liberty av c line station
las,Non-Hispanic White,19,1,0,38,bay 50 st d subway
las,Black,55,1,0,141,rockaway ave c line
las,Black,18,1,1,111,livonia ave l line
las,Black,33,1,0,26,atlantic ave l line
las,Black,26,1,1,135,pennsylvania ave 3 line station
las,Black,21,1,1,140,rockaway ave 3 line
las,Black,20,1,0,114,marcy ave j m z line
las,Non-Hispanic White,30,1,1,116,morgan ave l station
las,Black,49,1,0,88,graham ave l line
las,Non-Hispanic White,29,1,1,114,marcy ave j m z line
las,Black,25,0,1,143,sheepshead bay b q line
las,Black,26,1,1,97,hoyt st 2 3
las,Black,32,1,0,114,marcy ave j m z line
las,Black,33,1,1,52,broadway junction station
las,Black,24,1,1,78,flatbush av-brooklyn college station
las,Non-Hispanic White,18,1,NA,150,utica ave and fulton st
las,Black,51,1,0,150,utica ave and fulton st
las,Non-Hispanic White,50,1,1,77,euclid av a subway a subway
las,Hispanic,19,1,0,114,marcy ave j m z line
las,Black,37,1,0,70,utica ave and eastern parkway
las,Black,28,1,0,70,utica ave and eastern parkway
las,Black,53,1,0,124,747 new lots ave
las,Black,50,1,0,87,gates av j subway z subway
las,Black,36,1,0,141,rockaway ave c line
las,Black,25,1,0,150,utica ave and fulton st
las,Non-Hispanic White,16,1,NA,153,van siclen av j z station
las,Non-Hispanic White,20,1,0,124,747 new lots ave
las,Black,20,0,1,70,utica ave and eastern parkway
las,Black,24,1,0,100,jefferson st l line station
las,Hispanic,19,1,1,100,jefferson st l line station
las,Black,22,1,0,70,utica ave and eastern parkway
las,Black,34,1,0,152,van siclen av a c station
las,Black,29,1,1,27,atlantic ave barclays center station
las,Black,47,1,0,141,rockaway ave c line
las,Black,30,1,NA,84,franklin ave and eastern parkway
las,Black,27,1,0,26,atlantic ave l line
las,Non-Hispanic White,18,1,1,119,myrtle - wyckoff avs station
las,Black,25,1,1,151,van siclen av 3 line
las,Black,18,1,0,70,utica ave and eastern parkway
las,Black,21,0,1,66,coney island-stillwell ave
las,Black,38,1,0,70,utica ave and eastern parkway
las,Black,20,1,NA,143,sheepshead bay b q line
las,Black,26,1,0,66,coney island-stillwell ave
las,Hispanic,56,1,1,66,coney island-stillwell ave
las,Black,51,1,0,156,winthrop street station 2 5 line
las,NA,16,1,NA,99,jay st - metrotech
las,Black,32,1,0,110,liberty av c line station
las,Hispanic,18,1,0,25,alabama av j subway
las,Black,18,0,1,140,rockaway ave 3 line
las,Other,19,1,0,72,dekalb ave b q r line
las,Black,22,1,NA,27,atlantic ave barclays center station
las,Black,18,0,1,98,hoyt-schermerhorn a c g line
las,Black,32,1,0,141,rockaway ave c line
las,Non-Hispanic White,16,1,1,41,bay parkway n line and 66th st
las,Hispanic,22,1,NA,140,rockaway ave 3 line
las,Non-Hispanic White,27,1,1,98,hoyt-schermerhorn a c g line
las,Hispanic,43,1,1,112,broadway and lorimer st j m station
las,NA,33,1,0,152,van siclen av a c station
las,Hispanic,35,1,0,117,myrtle av and broadway station
las,Black,29,1,0,93,halsey street j subway
las,Non-Hispanic White,18,1,1,50,brighton beach b subway q subway
las,Black,42,1,1,66,coney island-stillwell ave
las,Black,21,0,1,70,utica ave and eastern parkway
las,Black,32,1,0,70,utica ave and eastern parkway
las,Non-Hispanic White,31,1,1,114,marcy ave j m z line
las,Black,27,0,1,68,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway
las,Black,32,1,0,54,canarsie rockaway pkwy
las,Black,47,1,0,110,liberty av c line station
las,Black,29,1,0,44,bedford ave l station
las,Non-Hispanic White,46,1,0,54,canarsie rockaway pkwy
las,Non-Hispanic White,41,1,0,54,canarsie rockaway pkwy
las,Black,31,1,1,63,cleveland st j subway
las,Black,37,1,0,152,van siclen av a c station
las,Hispanic,47,1,0,5,20th ave and 86th st
las,Black,18,1,0,66,coney island-stillwell ave
las,Black,34,1,0,114,marcy ave j m z line
las,Black,32,1,0,26,atlantic ave l line
las,Black,38,1,1,150,utica ave and fulton st
las,Black,22,1,1,112,broadway and lorimer st j m station
las,Black,37,1,0,70,utica ave and eastern parkway
las,Black,17,1,0,96,high street - brooklyn bridge station
las,Black,58,1,1,129,norwood ave j z line
las,Black,31,1,1,98,hoyt-schermerhorn a c g line
las,Non-Hispanic White,21,1,1,66,coney island-stillwell ave
las,Black,40,1,0,66,coney island-stillwell ave
las,Black,19,1,1,118,myrtle - willoughby avs g line
las,Black,28,1,1,54,canarsie rockaway pkwy
las,Non-Hispanic White,34,1,0,23,86 street r subway
las,Hispanic,26,1,0,140,rockaway ave 3 line
las,Non-Hispanic White,22,1,1,52,broadway junction station
las,Black,19,1,0,70,utica ave and eastern parkway
las,Black,26,1,0,88,graham ave l line
las,Non-Hispanic White,18,1,1,128,newkirk plaza b q line
las,Black,30,1,1,114,marcy ave j m z line
las,Black,17,0,0,111,livonia ave l line
las,Black,48,1,0,54,canarsie rockaway pkwy
las,Black,30,1,0,123,nevins st 2 3 4 5 lines
las,Black,52,1,0,88,graham ave l line
las,Black,27,1,0,123,nevins st 2 3 4 5 lines
las,Hispanic,17,1,1,80,flushing ave j line m line station
las,Black,29,1,1,147,sutter avenue station l line
las,Black,37,1,1,11,45 st r subway
las,Black,24,1,1,64,clinton - washington avs station
las,NA,17,0,1,131,nostrand ave and fulton st a c station
las,Black,28,1,1,66,coney island-stillwell ave
las,Black,32,1,0,52,broadway junction station
las,NA,41,1,1,11,45 st r subway
las,Black,29,1,0,156,winthrop street station 2 5 line
las,Black,16,1,NA,138,prospect park subway station b q s lines
las,NA,20,1,1,106,kingston - throop avs
las,Black,20,1,1,123,nevins st 2 3 4 5 lines
las,Non-Hispanic White,29,1,1,66,coney island-stillwell ave
las,NA,27,1,1,114,marcy ave j m z line
las,Hispanic,45,1,1,119,myrtle - wyckoff avs station
las,Non-Hispanic White,53,1,1,81,fort hamilton pkwy d line
las,Black,20,1,NA,58,church ave and nostrand ave
las,Non-Hispanic White,19,1,0,108,kosciuszko st j subway
las,Hispanic,53,1,0,108,kosciuszko st j subway
las,Black,42,1,0,117,myrtle av and broadway station
las,Hispanic,47,1,0,116,morgan ave l station
las,Non-Hispanic White,51,1,0,98,hoyt-schermerhorn a c g line
las,Black,53,1,0,70,utica ave and eastern parkway
las,Black,20,1,1,76,eastern pkwy-brooklyn museum 2 subway 3 subway
las,Black,26,1,1,98,hoyt-schermerhorn a c g line
las,Black,24,1,1,96,high street - brooklyn bridge station
las,Black,18,0,1,96,high street - brooklyn bridge station
las,Black,41,1,0,123,nevins st 2 3 4 5 lines
las,Black,20,1,NA,99,jay st - metrotech
las,Non-Hispanic White,23,1,1,114,marcy ave j m z line
las,Black,44,1,0,66,coney island-stillwell ave
las,Hispanic,39,1,0,25,alabama av j subway
las,Non-Hispanic White,21,1,1,112,broadway and lorimer st j m station
las,Non-Hispanic White,21,1,NA,112,broadway and lorimer st j m station
las,Hispanic,23,1,0,27,atlantic ave barclays center station
las,Black,20,0,1,144,shepherd ave c line
las,Hispanic,45,1,0,131,nostrand ave and fulton st a c station
las,Black,24,1,1,98,hoyt-schermerhorn a c g line
las,Black,42,1,0,99,jay st - metrotech
las,Non-Hispanic White,34,1,1,113,metropolitan and lorimer g l station
las,Black,23,1,0,70,utica ave and eastern parkway
las,Black,16,1,1,68,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway
las,Black,17,1,1,2,18th av and 85th st
las,Black,16,1,1,99,jay st - metrotech
las,Black,30,1,1,150,utica ave and fulton st
las,Non-Hispanic White,44,1,0,143,sheepshead bay b q line
las,NA,31,1,1,143,sheepshead bay b q line
las,Hispanic,38,1,0,13,53 st r subway
las,Non-Hispanic White,17,1,1,99,jay st - metrotech
las,Black,28,1,0,123,nevins st 2 3 4 5 lines
las,Black,29,1,1,84,franklin ave and eastern parkway
las,Non-Hispanic White,27,1,0,118,myrtle - willoughby avs g line
las,Black,55,1,0,140,rockaway ave 3 line
las,Black,43,1,0,99,jay st - metrotech
las,Black,41,1,0,11,45 st r subway
las,Black,33,1,0,66,coney island-stillwell ave
las,Black,36,1,1,99,jay st - metrotech
las,Black,38,1,0,66,coney island-stillwell ave
las,Non-Hispanic White,54,0,0,99,jay st - metrotech
las,Black,37,1,1,58,church ave and nostrand ave
las,Black,58,1,0,70,utica ave and eastern parkway
las,Black,26,1,1,147,sutter avenue station l line
las,Hispanic,33,1,0,45,bedford - nostrand avs g line
las,Non-Hispanic White,20,1,0,113,metropolitan and lorimer g l station
las,Non-Hispanic White,57,1,0,5,20th ave and 86th st
las,Non-Hispanic White,30,1,0,152,van siclen av a c station
las,Black,61,1,0,70,utica ave and eastern parkway
las,Black,34,1,0,54,canarsie rockaway pkwy
las,NA,24,1,NA,88,graham ave l line
las,Hispanic,59,1,0,77,euclid av a subway a subway
las,Non-Hispanic White,30,1,1,28,avenue h q subway
las,Black,22,1,0,91,grant ave a line
las,Black,31,1,0,76,eastern pkwy-brooklyn museum 2 subway 3 subway
las,Non-Hispanic White,23,1,0,76,eastern pkwy-brooklyn museum 2 subway 3 subway
las,Black,34,0,0,98,hoyt-schermerhorn a c g line
las,Black,19,0,1,26,atlantic ave l line
las,Non-Hispanic White,22,1,1,99,jay st - metrotech
las,Black,29,1,1,100,jefferson st l line station
las,Black,22,1,0,112,broadway and lorimer st j m station
las,Black,18,1,0,114,marcy ave j m z line
las,Non-Hispanic White,45,0,NA,93,halsey street j subway
las,Black,25,1,0,131,nostrand ave and fulton st a c station
las,Black,33,1,0,141,rockaway ave c line
las,Black,19,1,NA,140,rockaway ave 3 line
las,Hispanic,36,1,0,152,van siclen av a c station
las,Black,22,1,0,150,utica ave and fulton st
las,Black,36,0,0,150,utica ave and fulton st
las,Black,19,1,NA,111,livonia ave l line
las,Hispanic,26,1,NA,106,kingston - throop avs
las,Black,35,1,0,70,utica ave and eastern parkway
las,Black,27,1,0,112,broadway and lorimer st j m station
las,NA,59,0,NA,45,bedford - nostrand avs g line
las,Black,62,1,0,54,canarsie rockaway pkwy
las,Black,24,1,NA,100,jefferson st l line station
las,Black,21,0,0,77,euclid av a subway a subway
las,Black,32,1,0,73,dekalb l station
las,Other,24,1,NA,120,nassau ave g line
las,Black,41,1,NA,70,utica ave and eastern parkway
las,Black,52,1,0,147,sutter avenue station l line
las,Black,27,1,NA,78,flatbush av-brooklyn college station
las,Black,20,1,0,145,smith-9 sts f subway g subway
las,Black,30,1,0,140,rockaway ave 3 line
las,Non-Hispanic White,24,1,NA,145,smith-9 sts f subway g subway
las,Black,38,1,NA,26,atlantic ave l line
las,NA,NA,NA,NA,1,15 st prospect park f g line
las,NA,NA,NA,NA,10,4 av f subway g subway/9 st r subway
las,NA,NA,NA,NA,100,jefferson st l line station
las,NA,NA,NA,NA,101,junius st 3 line
las,NA,NA,NA,NA,102,kings highway b q line
las,NA,NA,NA,NA,103,"mcdonald ave and billings pl, brooklyn"
las,NA,NA,NA,NA,105,eastern parkway and kingston ave station
las,NA,NA,NA,NA,106,kingston - throop avs
las,NA,NA,NA,NA,107,knickerbocker av and myrtle av station
las,NA,NA,NA,NA,108,kosciuszko st j subway
las,NA,NA,NA,NA,109,lafayette av c subway
las,NA,NA,NA,NA,11,45 st r subway
las,NA,NA,NA,NA,110,liberty av c line station
las,NA,NA,NA,NA,111,livonia ave l line
las,NA,NA,NA,NA,112,broadway and lorimer st j m station
las,NA,NA,NA,NA,113,metropolitan and lorimer g l station
las,NA,NA,NA,NA,114,marcy ave j m z line
las,NA,NA,NA,NA,115,montrose av l subway
las,NA,NA,NA,NA,116,morgan ave l station
las,NA,NA,NA,NA,117,myrtle av and broadway station
las,NA,NA,NA,NA,118,myrtle - willoughby avs g line
las,NA,NA,NA,NA,119,myrtle - wyckoff avs station
las,NA,NA,NA,NA,12,50th st d line subway
las,NA,NA,NA,NA,120,nassau ave g line
las,NA,NA,NA,NA,121,neck rd q subway
las,NA,NA,NA,NA,122,neptune av f subway
las,NA,NA,NA,NA,123,nevins st 2 3 4 5 lines
las,NA,NA,NA,NA,124,747 new lots ave
las,NA,NA,NA,NA,125,new lots ave l line
las,NA,NA,NA,NA,126,new utrecht av n subway/62 st d subway
las,NA,NA,NA,NA,127,newkirk ave 2 5 station
las,NA,NA,NA,NA,128,newkirk plaza b q line
las,NA,NA,NA,NA,129,norwood ave j z line
las,NA,NA,NA,NA,13,53 st r subway
las,NA,NA,NA,NA,130,nostrand ave 3 line
las,NA,NA,NA,NA,131,nostrand ave and fulton st a c station
las,NA,NA,NA,NA,132,ocean pkwy q station
las,NA,NA,NA,NA,133,park pl s subway
las,NA,NA,NA,NA,134,parkside av station
las,NA,NA,NA,NA,135,pennsylvania ave 3 line station
las,NA,NA,NA,NA,136,president st 2 5 line
las,NA,NA,NA,NA,137,prospect ave and 4th ave
las,NA,NA,NA,NA,138,prospect park subway station b q s lines
las,NA,NA,NA,NA,139,fulton st and ralph ave
las,NA,NA,NA,NA,14,55th st d line subway
las,NA,NA,NA,NA,140,rockaway ave 3 line
las,NA,NA,NA,NA,141,rockaway ave c line
las,NA,NA,NA,NA,142,saratoga ave 3 line
las,NA,NA,NA,NA,143,sheepshead bay b q line
las,NA,NA,NA,NA,144,shepherd ave c line
las,NA,NA,NA,NA,145,smith-9 sts f subway g subway
las,NA,NA,NA,NA,146,sterling street station 2 5 line
las,NA,NA,NA,NA,147,sutter avenue station l line
las,NA,NA,NA,NA,148,sutter av - rutland rd 3 line
las,NA,NA,NA,NA,149,union st r subway
las,NA,NA,NA,NA,15,59 st n subway r subway
las,NA,NA,NA,NA,150,utica ave and fulton st
las,NA,NA,NA,NA,151,van siclen av 3 line
las,NA,NA,NA,NA,152,van siclen av a c station
las,NA,NA,NA,NA,153,van siclen av j z station
las,NA,NA,NA,NA,154,w 8 st - ny aquarium
las,NA,NA,NA,NA,155,wilson av l subway
las,NA,NA,NA,NA,156,winthrop street station 2 5 line
las,NA,NA,NA,NA,157,york st f subway
las,NA,NA,NA,NA,16,park pl and flatbush ave
las,NA,NA,NA,NA,17,7 av f subway g subway
las,NA,NA,NA,NA,18,71st st and new utrecht ave d subway
las,NA,NA,NA,NA,19,77 st r subway
las,NA,NA,NA,NA,2,18th av and 85th st
las,NA,NA,NA,NA,20,79 st d line subway
las,NA,NA,NA,NA,22,86 St and w 7th st n subway
las,NA,NA,NA,NA,23,86 street r subway
las,NA,NA,NA,NA,24,9 ave and new utrecht ave
las,NA,NA,NA,NA,25,alabama av j subway
las,NA,NA,NA,NA,26,atlantic ave l line
las,NA,NA,NA,NA,27,atlantic ave barclays center station
las,NA,NA,NA,NA,28,avenue h q subway
las,NA,NA,NA,NA,29,mcdonald avenue & avenue i
las,NA,NA,NA,NA,3,webster ave and mcdonald ave
las,NA,NA,NA,NA,30,avenue j station q line
las,NA,NA,NA,NA,31,avenue m subway
las,NA,NA,NA,NA,32,avenue n f subway
las,NA,NA,NA,NA,33,avenue p and mcdonald ave f subway
las,NA,NA,NA,NA,34,2306 McDonald Ave
las,NA,NA,NA,NA,35,avenue u n subway station
las,NA,NA,NA,NA,36,1523 Avenue U
las,NA,NA,NA,NA,37,avenue x f subway
las,NA,NA,NA,NA,38,bay 50 st d subway
las,NA,NA,NA,NA,39,bay parkway d subway
las,NA,NA,NA,NA,4,18th ave and 64th st
las,NA,NA,NA,NA,40,bay parkway and mcdonald ave f subway
las,NA,NA,NA,NA,104,1778 w 7th st
las,NA,NA,NA,NA,41,bay parkway n line and 66th st
las,NA,NA,NA,NA,42,bay ridge ave r subway
las,NA,NA,NA,NA,43,bay ridge-95 st r subway
las,NA,NA,NA,NA,44,bedford ave l station
las,NA,NA,NA,NA,45,bedford - nostrand avs g line
las,NA,NA,NA,NA,46,bergen st 2 subway 3 subway
las,NA,NA,NA,NA,47,bergen st f subway g subway
las,NA,NA,NA,NA,48,beverley rd q subway
las,NA,NA,NA,NA,49,beverly rd 2 subway 5 subway
las,NA,NA,NA,NA,5,20th ave and 86th st
las,NA,NA,NA,NA,50,brighton beach b subway q subway
las,NA,NA,NA,NA,51,broadway g subway
las,NA,NA,NA,NA,52,broadway junction station
las,NA,NA,NA,NA,53,bushwick av-aberdeen st l subway
las,NA,NA,NA,NA,54,canarsie rockaway pkwy
las,NA,NA,NA,NA,55,carroll st f subway g subway
las,NA,NA,NA,NA,56,central av and myrtle av station
las,NA,NA,NA,NA,57,chauncey st j subway z subway
las,NA,NA,NA,NA,58,church ave and nostrand ave
las,NA,NA,NA,NA,59,church av b subway q subway
las,NA,NA,NA,NA,6,20th ave and 64th st
las,NA,NA,NA,NA,60,church av f subway g subway
las,NA,NA,NA,NA,61,clark st 2 subway 3 subway
las,NA,NA,NA,NA,62,classon av g subway
las,NA,NA,NA,NA,63,cleveland st j subway
las,NA,NA,NA,NA,64,clinton - washington avs station
las,NA,NA,NA,NA,65,clinton ave and lafayette ave
las,NA,NA,NA,NA,66,coney island-stillwell ave
las,NA,NA,NA,NA,67,cortelyou rd q subway
las,NA,NA,NA,NA,68,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway
las,NA,NA,NA,NA,69,crescent st j z line
las,NA,NA,NA,NA,7,25th av d line subway
las,NA,NA,NA,NA,70,utica ave and eastern parkway
las,NA,NA,NA,NA,71,cypress hills j subway
las,NA,NA,NA,NA,72,dekalb ave b q r line
las,NA,NA,NA,NA,73,dekalb l station
las,NA,NA,NA,NA,74,ditmas av f subway
las,NA,NA,NA,NA,75,e. 105 st l line
las,NA,NA,NA,NA,76,eastern pkwy-brooklyn museum 2 subway 3 subway
las,NA,NA,NA,NA,77,euclid av a subway a subway
las,NA,NA,NA,NA,78,flatbush av-brooklyn college station
las,NA,NA,NA,NA,79,flushing ave g line station
las,NA,NA,NA,NA,8,25 st r subway
las,NA,NA,NA,NA,80,flushing ave j line m line station
las,NA,NA,NA,NA,81,fort hamilton pkwy d line
las,NA,NA,NA,NA,82,fort hamilton parkway f subway g subway
las,NA,NA,NA,NA,21,8 avenue n subway line
las,NA,NA,NA,NA,83,fort hamilton pkwy n line
las,NA,NA,NA,NA,84,franklin ave and eastern parkway
las,NA,NA,NA,NA,85,franklin ave c subway s subway
las,NA,NA,NA,NA,86,fulton st g subway
las,NA,NA,NA,NA,87,gates av j subway z subway
las,NA,NA,NA,NA,88,graham ave l line
las,NA,NA,NA,NA,89,grand army plaza 2 subway 3 subway
las,NA,NA,NA,NA,9,36 st d subway n subway r subway
las,NA,NA,NA,NA,90,grand st and bushwick ave
las,NA,NA,NA,NA,91,grant ave a line
las,NA,NA,NA,NA,92,greenpoint av g subway
las,NA,NA,NA,NA,93,halsey street j subway
las,NA,NA,NA,NA,94,halsey st and wyckoff ave station
las,NA,NA,NA,NA,95,hewes st j subway m subway
las,NA,NA,NA,NA,96,high street - brooklyn bridge station
las,NA,NA,NA,NA,97,hoyt st 2 3
las,NA,NA,NA,NA,98,hoyt-schermerhorn a c g line
las,NA,NA,NA,NA,99,jay st - metrotech
bds,Hispanic,25,1,NA,100,jefferson st l line station
bds,Hispanic,20,1,NA,119,myrtle - wyckoff avs station
bds,Black,19,0,NA,156,winthrop street station 2 5 line
bds,Black,17,1,NA,156,winthrop street station 2 5 line
bds,Black,21,1,NA,156,winthrop street station 2 5 line
bds,Black,52,1,NA,156,winthrop street station 2 5 line
bds,Black,59,1,NA,156,winthrop street station 2 5 line
bds,Black,32,1,NA,156,winthrop street station 2 5 line
bds,Black,22,0,NA,156,winthrop street station 2 5 line
bds,Black,19,1,NA,156,winthrop street station 2 5 line
