"stfips","region","year","year_mcaid","income_pc","hospitals_pc","beds_pc","child_pop","afdc_rate","public_insurance_child"
49,5,1974,1966,4.738,0.033365253,3.8420088,512581,2.3569267,0.0571889092263018
49,5,1975,1966,5.173,0.032415174,3.7658329,522384,2.3569267,0.0564912844694865
49,5,1976,1966,5.755,0.028292768,3.5861082,533731,2.3569267,0.0584273258359113
50,1,1963,1966,2.125,0.068925336,6.2549744,161345.666656494,1.4365076,0
50,1,1964,1966,2.264,0.06801258,6.313025,163688.222213745,1.4365076,0
50,1,1965,1966,2.452,0.067123674,6.3515778,166030.777786255,1.4365076,0
50,1,1966,1966,2.722,0.061525017,6.3323441,168373.333343506,1.4365076,0.0057610072661445
50,1,1967,1966,2.878,0.05840518,6.0694666,170715.888885498,1.4365076,0.0277774184779505
50,1,1968,1966,3.121,0.04844334,5.7209277,173058.444442749,1.4365076,0.0439158001905774
50,1,1969,1966,3.38,0.050119832,5.8275695,175401,1.4365076,0.0739411814617157
50,1,1970,1966,3.625,0.047016785,5.7830644,176282,1.4365076,0.100265485898695
50,1,1971,1966,3.848,0.044016216,5.3039541,177173,1.4365076,0.101174285333996
50,1,1972,1966,4.163,0.041017935,5.6172981,177805,1.4365076,0.102610846304632
50,1,1973,1966,4.528,0.040550895,5.7006021,176696,1.4365076,0.109306625986028
50,1,1974,1966,4.855,0.040156569,5.6980057,175123,1.4365076,0.125628731581893
50,1,1975,1966,5.203,0.03959183,5.6095371,174434,1.4365076,0.14571132755991
50,1,1976,1966,5.747,0.039161369,5.4702249,172609,1.4365076,0.156972907723298
51,4,1963,1969,2.188,0.02467333,4.0687041,1648013.984375,1.4742272,0.0008276140793709
51,4,1964,1969,2.373,0.024271,4.0560846,1666327.640625,1.4742272,0.0008856695775847
51,4,1965,1969,2.53,0.024577161,4.0682158,1684641.359375,1.4742272,0.0009140315018775
51,4,1966,1969,2.711,0.023960859,4.1303954,1702955.015625,1.4742272,0.0009099755691764
51,4,1967,1969,2.936,0.024037668,4.2544427,1721268.671875,1.4742272,0.0010768736518335
51,4,1968,1969,3.222,0.02411213,4.3554468,1739582.34375,1.4742272,0.0014371265372929
51,4,1969,1969,3.56,0.023530714,4.3191934,1757896,1.4742272,0.0179595864600672
51,4,1970,1969,3.792,0.022906804,4.3882589,1767437,1.4742272,0.0377846585847733
51,4,1971,1969,4.091,0.022514561,4.3852892,1776983,1.4742272,0.0511118438514058
51,4,1972,1969,4.486,0.021955671,4.402319,1777188,1.4742272,0.0687300834677497
51,4,1973,1969,4.971,0.022011595,4.5421333,1776858,1.4742272,0.0756761543090669
51,4,1974,1969,5.485,0.022097068,4.4959497,1768772,1.4742272,0.0810510553086874
51,4,1975,1969,5.96,0.021755474,4.4768806,1762382,1.4742272,0.0847391903816184
51,4,1976,1969,6.549,0.021237135,4.4257021,1753303,1.4742272,0.0863300984314723
53,5,1963,1966,2.716,0.038574256,4.41395,1166261.3125,1.8092284,0.0123087273212423
53,5,1964,1966,2.838,0.037826415,4.1725445,1188092.10351562,1.8092284,0.0136394641910378
53,5,1965,1966,3.055,0.037741326,4.0576682,1209922.89648438,1.8092284,0.0135938265612445
53,5,1966,1966,3.36,0.037036944,4.174593,1231753.6875,1.8092284,0.0460290728397595
53,5,1967,1966,3.545,0.036052842,4.3080091,1253584.41601562,1.8092284,0.0622730731948585
53,5,1968,1966,3.826,0.035104148,4.3016086,1275415.20703125,1.8092284,0.0466514783026429
53,5,1969,1966,4.085,0.035073191,4.3057499,1297246,1.8092284,0.0710124186572234
53,5,1970,1966,4.189,0.034210786,4.4424314,1289862,1.8092284,0.0815436051738559
53,5,1971,1966,4.361,0.035102274,4.3056855,1282481,1.8092284,0.0827378714509573
53,5,1972,1966,4.713,0.034813941,4.2995219,1258301,1.8092284,0.0874792116909787
53,5,1973,1966,5.284,0.034221876,4.0292664,1245014,1.8092284,0.0884929354192059
53,5,1974,1966,5.892,0.033540409,3.9405754,1244976,1.8092284,0.0874489564863501
53,5,1975,1966,6.535,0.032882664,3.8674436,1244805,1.8092284,0.0891124439639788
53,5,1976,1966,7.165,0.032785747,3.8641119,1243198,1.8092284,0.0891369230496805
55,2,1963,1966,2.45,0.041475359,5.5586739,1622211.70898438,1.0610507,0.0077259817416837
55,2,1964,1966,2.61,0.040744163,5.7326312,1645288.8828125,1.0610507,0.007817651386696
55,2,1965,1966,2.78,0.040030044,5.5133047,1668366.1171875,1.0610507,0.010859244617432
55,2,1966,1966,3.014,0.040745556,5.7705603,1691443.29296875,1.0610507,0.0184289322583142
55,2,1967,1966,3.172,0.040047724,5.8309021,1714520.58984375,1.0610507,0.0670966528862176
55,2,1968,1966,3.431,0.039595846,6.0240941,1737597.765625,1.0610507,0.0753914397990513
55,2,1969,1966,3.747,0.038471133,6.1298857,1760675,1.0610507,0.0989393629444343
55,2,1970,1966,3.981,0.037953932,6.15554,1751785,1.0610507,0.0681664719655459
55,2,1971,1966,4.241,0.036771201,5.9963965,1742913,1.0610507,0.0812905320468051
55,2,1972,1966,4.601,0.036234662,6.0367393,1729227,1.0610507,0.09044104834262
55,2,1973,1966,5.127,0.035188645,6.0453649,1705766,1.0610507,0.0973023228778686
55,2,1974,1966,5.619,0.035476465,5.9948616,1680509,1.0610507,0.110191022053195
55,2,1975,1966,6.09,0.034575876,5.7711077,1661028,1.0610507,0.137766747165824
55,2,1976,1966,6.679,0.035334557,6.1820207,1632788,1.0610507,0.157777263322989
56,5,1963,1967,2.52,0.094135173,7.5459971,134536.666625977,1.4014163,0.0105439338128487
56,5,1964,1967,2.572,0.091167979,7.5000858,134059.556762695,1.4014163,0.0122537531671338
56,5,1965,1967,2.719,0.08819627,7.0192065,133582.443237305,1.4014163,0.0160531808129194
56,5,1966,1967,2.878,0.091307156,7.4263153,133105.333251953,1.4014163,0.0194385787708187
56,5,1967,1967,3.098,0.088330999,7.9041018,132628.219726562,1.4014163,0.0209596425292969
56,5,1968,1967,3.288,0.088398524,7.8735647,132151.113525391,1.4014163,0.0158908995058668
56,5,1969,1967,3.587,0.088466153,7.4616623,131674,1.4014163,0.0223316914015127
56,5,1970,1967,3.91,0.08684507,7.2949858,132392,1.4014163,0.0234304199682445
56,5,1971,1967,4.257,0.085279569,6.5724082,133111,1.4014163,0.0330146200917398
56,5,1972,1967,4.692,0.083599262,6.6158729,133581,1.4014163,0.0359557202255115
56,5,1973,1967,5.389,0.082063474,6.4122701,133731,1.4014163,0.0521611025921758
56,5,1974,1967,6.15,0.076801755,6.0481381,135836,1.4014163,0.0539383835943588
56,5,1975,1967,6.721,0.073580228,5.8128381,139884,1.4014163,0.0387463412126506
56,5,1976,1967,7.224,0.070797712,5.694159,143214,1.4014163,0.03639920314127
