client_zip,las_race_key,hispanic_flag,age,year,male,dismissal,loc2,st_id
,,,,2016,,,prospect ave and 4th ave,137
,,,,2016,,,prospect park subway station b q s lines,138
,,,,2016,,,fulton st and ralph ave,139
,,,,2016,,,55th st d line subway,14
,,,,2016,,,rockaway ave 3 line,140
,,,,2016,,,rockaway ave c line,141
,,,,2016,,,saratoga ave 3 line,142
,,,,2016,,,sheepshead bay b q line,143
,,,,2016,,,shepherd ave c line,144
,,,,2016,,,smith-9 sts f subway g subway,145
,,,,2016,,,sterling street station 2 5 line,146
,,,,2016,,,sutter avenue station l line,147
,,,,2016,,,sutter av - rutland rd 3 line,148
,,,,2016,,,union st r subway,149
,,,,2016,,,59 st n subway r subway,15
,,,,2016,,,utica ave and fulton st,150
,,,,2016,,,van siclen av 3 line,151
,,,,2016,,,van siclen av a c station,152
,,,,2016,,,van siclen av j z station,153
,,,,2016,,,w 8 st - ny aquarium,154
,,,,2016,,,wilson av l subway,155
,,,,2016,,,winthrop street station 2 5 line,156
,,,,2016,,,york st f subway,157
,,,,2016,,,park pl and flatbush ave,16
,,,,2016,,,7 av f subway g subway,17
,,,,2016,,,71st st and new utrecht ave d subway,18
,,,,2016,,,77 st r subway,19
,,,,2016,,,18th av and 85th st,2
,,,,2016,,,79 st d line subway,20
,,,,2016,,,86 St and w 7th st n subway,22
,,,,2016,,,86 street r subway,23
,,,,2016,,,9 ave and new utrecht ave,24
,,,,2016,,,alabama av j subway,25
,,,,2016,,,atlantic ave l line,26
,,,,2016,,,atlantic ave barclays center station,27
,,,,2016,,,avenue h q subway,28
,,,,2016,,,mcdonald avenue & avenue i,29
,,,,2016,,,webster ave and mcdonald ave,3
,,,,2016,,,avenue j station q line,30
,,,,2016,,,avenue m subway,31
,,,,2016,,,avenue n f subway,32
,,,,2016,,,avenue p and mcdonald ave f subway,33
,,,,2016,,,2306 McDonald Ave,34
,,,,2016,,,avenue u n subway station,35
,,,,2016,,,1523 Avenue U,36
,,,,2016,,,avenue x f subway,37
,,,,2016,,,bay 50 st d subway,38
,,,,2016,,,bay parkway d subway,39
,,,,2016,,,18th ave and 64th st,4
,,,,2016,,,bay parkway and mcdonald ave f subway,40
,,,,2016,,,1778 w 7th st,104
,,,,2016,,,bay parkway n line and 66th st,41
,,,,2016,,,bay ridge ave r subway,42
,,,,2016,,,bay ridge-95 st r subway,43
,,,,2016,,,bedford ave l station,44
,,,,2016,,,bedford - nostrand avs g line,45
,,,,2016,,,bergen st 2 subway 3 subway,46
,,,,2016,,,bergen st f subway g subway,47
,,,,2016,,,beverley rd q subway,48
,,,,2016,,,beverly rd 2 subway 5 subway,49
,,,,2016,,,20th ave and 86th st,5
,,,,2016,,,brighton beach b subway q subway,50
,,,,2016,,,broadway g subway,51
,,,,2016,,,broadway junction station,52
,,,,2016,,,bushwick av-aberdeen st l subway,53
,,,,2016,,,canarsie rockaway pkwy,54
,,,,2016,,,carroll st f subway g subway,55
,,,,2016,,,central av and myrtle av station,56
,,,,2016,,,chauncey st j subway z subway,57
,,,,2016,,,church ave and nostrand ave,58
,,,,2016,,,church av b subway q subway,59
,,,,2016,,,20th ave and 64th st,6
,,,,2016,,,church av f subway g subway,60
,,,,2016,,,clark st 2 subway 3 subway,61
,,,,2016,,,classon av g subway,62
,,,,2016,,,cleveland st j subway,63
,,,,2016,,,clinton - washington avs station,64
,,,,2016,,,clinton ave and lafayette ave,65
,,,,2016,,,coney island-stillwell ave,66
,,,,2016,,,cortelyou rd q subway,67
,,,,2016,,,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68
,,,,2016,,,crescent st j z line,69
,,,,2016,,,25th av d line subway,7
,,,,2016,,,utica ave and eastern parkway,70
,,,,2016,,,cypress hills j subway,71
,,,,2016,,,dekalb ave b q r line,72
,,,,2016,,,dekalb l station,73
,,,,2016,,,ditmas av f subway,74
,,,,2016,,,e. 105 st l line,75
,,,,2016,,,eastern pkwy-brooklyn museum 2 subway 3 subway,76
,,,,2016,,,euclid av a subway a subway,77
,,,,2016,,,flatbush av-brooklyn college station,78
,,,,2016,,,flushing ave g line station,79
,,,,2016,,,25 st r subway,8
,,,,2016,,,flushing ave j line m line station,80
,,,,2016,,,fort hamilton pkwy d line,81
,,,,2016,,,fort hamilton parkway f subway g subway,82
,,,,2016,,,8 avenue n subway line,21
,,,,2016,,,fort hamilton pkwy n line,83
,,,,2016,,,franklin ave and eastern parkway,84
,,,,2016,,,franklin ave c subway s subway,85
,,,,2016,,,fulton st g subway,86
,,,,2016,,,gates av j subway z subway,87
,,,,2016,,,graham ave l line,88
,,,,2016,,,grand army plaza 2 subway 3 subway,89
,,,,2016,,,36 st d subway n subway r subway,9
,,,,2016,,,grand st and bushwick ave,90
,,,,2016,,,grant ave a line,91
,,,,2016,,,greenpoint av g subway,92
,,,,2016,,,halsey street j subway,93
,,,,2016,,,halsey st and wyckoff ave station,94
,,,,2016,,,hewes st j subway m subway,95
,,,,2016,,,high street - brooklyn bridge station,96
,,,,2016,,,hoyt st 2 3,97
,,,,2016,,,hoyt-schermerhorn a c g line,98
,,,,2016,,,jay st - metrotech,99
